epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,181.472,0.40288,0.34514,0.82383,0.99414,1,0.995,0.82904,0.67905,0.33035,0.83973,0.000107438,0.000107438,0.000107438
191,188.801,0.40269,0.34726,0.82587,0.99414,1,0.995,0.82318,0.67928,0.32524,0.84094,9.91865e-05,9.91865e-05,9.91865e-05
192,189.745,0.37143,0.34144,0.787,0.99405,1,0.995,0.82408,0.68029,0.32404,0.84323,9.09349e-05,9.09349e-05,9.09349e-05
193,190.801,0.37072,0.33478,0.80784,0.99397,1,0.995,0.83072,0.68092,0.32732,0.8448,8.26832e-05,8.26832e-05,8.26832e-05
194,191.761,0.37103,0.32409,0.81785,0.9939,1,0.995,0.83422,0.67897,0.32964,0.84459,7.44316e-05,7.44316e-05,7.44316e-05
195,192.659,0.3781,0.33503,0.81835,0.99377,1,0.995,0.83716,0.6798,0.32326,0.84673,6.61799e-05,6.61799e-05,6.61799e-05
196,193.537,0.38912,0.331,0.78978,0.99367,1,0.995,0.83948,0.68232,0.32284,0.84763,5.79283e-05,5.79283e-05,5.79283e-05
197,194.407,0.36983,0.33114,0.78708,0.99356,1,0.995,0.83671,0.68053,0.32764,0.84736,4.96766e-05,4.96766e-05,4.96766e-05
198,195.272,0.36238,0.32398,0.80515,0.99349,1,0.995,0.82309,0.68254,0.32624,0.84876,4.1425e-05,4.1425e-05,4.1425e-05
199,196.155,0.36346,0.31839,0.79752,0.99343,1,0.995,0.82355,0.68336,0.33106,0.84915,3.31733e-05,3.31733e-05,3.31733e-05
200,197.012,0.34584,0.32042,0.80942,0.99346,1,0.995,0.82309,0.68428,0.32759,0.84989,2.49217e-05,2.49217e-05,2.49217e-05
