epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,25.8011,0.71229,0.7809,0.90357,0.99037,1,0.995,0.81268,0.69562,0.71661,0.85384,0.00144421,0.00144421,0.00144421
29,26.6361,0.65179,0.73092,0.87736,0.98852,1,0.995,0.81907,0.69562,0.68224,0.85427,0.00143595,0.00143595,0.00143595
30,27.4542,0.69752,0.75134,0.89939,0.993,1,0.995,0.82958,0.67162,0.66798,0.84541,0.0014277,0.0014277,0.0014277
31,28.2293,0.63867,0.6819,0.8834,0.99348,1,0.995,0.84802,0.6688,0.62601,0.83844,0.00141945,0.00141945,0.00141945
32,29.0219,0.64196,0.75568,0.8993,0.99228,1,0.995,0.82307,0.68255,0.6317,0.84017,0.0014112,0.0014112,0.0014112
33,29.8132,0.66477,0.70648,0.87574,0.99289,1,0.995,0.82659,0.71019,0.63912,0.84558,0.00140295,0.00140295,0.00140295
34,30.6077,0.64385,0.7097,0.89289,0.99448,1,0.995,0.84782,0.71594,0.64768,0.84925,0.0013947,0.0013947,0.0013947
35,31.4344,0.67863,0.73468,0.87755,0.99264,1,0.995,0.84037,0.70059,0.62021,0.85305,0.00138644,0.00138644,0.00138644
36,32.2396,0.67633,0.68851,0.90049,0.98887,1,0.995,0.82885,0.7161,0.61343,0.86035,0.00137819,0.00137819,0.00137819
37,33.009,0.64643,0.66613,0.90429,0.9659,1,0.995,0.84177,0.69469,0.6163,0.84659,0.00136994,0.00136994,0.00136994
38,33.7791,0.66546,0.67,0.88885,0.99257,0.99495,0.995,0.81515,0.69958,0.64139,0.84268,0.00136169,0.00136169,0.00136169
39,34.5749,0.67994,0.64617,0.87263,0.98859,0.99863,0.995,0.82298,0.7164,0.66825,0.8542,0.00135344,0.00135344,0.00135344
40,35.3706,0.67178,0.71002,0.89116,0.99554,1,0.995,0.82197,0.69829,0.63382,0.84974,0.00134519,0.00134519,0.00134519
41,36.1513,0.6613,0.60878,0.87717,0.99119,1,0.995,0.83747,0.68514,0.60123,0.84684,0.00133693,0.00133693,0.00133693
42,36.9269,0.63347,0.61535,0.88087,0.99076,1,0.995,0.83424,0.67258,0.57668,0.84079,0.00132868,0.00132868,0.00132868
43,37.6983,0.67024,0.62653,0.87307,0.99085,1,0.995,0.83133,0.6695,0.55144,0.83472,0.00132043,0.00132043,0.00132043
44,38.4742,0.65737,0.60434,0.87403,0.99245,1,0.995,0.82188,0.70309,0.55591,0.84542,0.00131218,0.00131218,0.00131218
45,39.235,0.63691,0.5871,0.88654,0.9925,1,0.995,0.8058,0.7368,0.57354,0.86417,0.00130393,0.00130393,0.00130393
46,40.0277,0.63123,0.60549,0.89444,0.98758,0.99913,0.995,0.81565,0.73404,0.5845,0.86547,0.00129568,0.00129568,0.00129568
47,40.8345,0.6326,0.62153,0.86713,0.99092,0.99879,0.995,0.82481,0.71918,0.59588,0.85593,0.00128742,0.00128742,0.00128742
48,41.6331,0.60052,0.61142,0.88387,0.99716,0.99933,0.995,0.82046,0.69732,0.57996,0.84747,0.00127917,0.00127917,0.00127917
49,42.4094,0.59828,0.59451,0.85792,0.98659,0.99778,0.995,0.81851,0.69407,0.59214,0.84569,0.00127092,0.00127092,0.00127092
50,43.1986,0.63983,0.58984,0.89207,0.98057,0.99754,0.995,0.85013,0.70632,0.60544,0.8447,0.00126267,0.00126267,0.00126267
51,44.0393,0.60219,0.58087,0.86287,0.99538,1,0.995,0.84043,0.69291,0.53303,0.84016,0.00125442,0.00125442,0.00125442
52,44.8447,0.57781,0.61439,0.87875,0.99078,1,0.995,0.82582,0.66079,0.51188,0.82798,0.00124617,0.00124617,0.00124617
53,45.7117,0.60901,0.57237,0.88182,0.98028,1,0.995,0.82077,0.6612,0.50427,0.82625,0.00123791,0.00123791,0.00123791
54,46.5619,0.61738,0.6013,0.88313,0.99145,1,0.995,0.80753,0.69976,0.53657,0.84334,0.00122966,0.00122966,0.00122966
55,47.3777,0.59624,0.59883,0.87952,0.99474,1,0.995,0.80476,0.69673,0.53061,0.84099,0.00122141,0.00122141,0.00122141
56,48.2261,0.58306,0.55213,0.87156,0.99097,1,0.995,0.83044,0.6796,0.53373,0.83378,0.00121316,0.00121316,0.00121316
57,49.0507,0.62517,0.58679,0.88049,0.99124,1,0.995,0.82804,0.66271,0.5326,0.8251,0.00120491,0.00120491,0.00120491
58,49.8472,0.57986,0.57016,0.86026,0.9961,1,0.995,0.83229,0.66013,0.52405,0.82521,0.00119666,0.00119666,0.00119666
59,50.6579,0.60489,0.5531,0.87636,0.99671,1,0.995,0.83265,0.67437,0.51128,0.8335,0.0011884,0.0011884,0.0011884
60,51.4863,0.59762,0.55683,0.88953,0.99338,1,0.995,0.83456,0.68111,0.49167,0.8348,0.00118015,0.00118015,0.00118015
61,52.3065,0.59927,0.54653,0.85723,0.99401,1,0.995,0.83179,0.67959,0.49621,0.84126,0.0011719,0.0011719,0.0011719
62,53.1327,0.62449,0.5781,0.8924,0.99573,1,0.995,0.82055,0.66176,0.48987,0.83787,0.00116365,0.00116365,0.00116365
63,53.9464,0.60071,0.55029,0.87744,0.99562,1,0.995,0.82294,0.65143,0.49397,0.83994,0.0011554,0.0011554,0.0011554
64,54.7845,0.6115,0.58451,0.87498,0.99392,1,0.995,0.83905,0.65714,0.47065,0.84102,0.00114715,0.00114715,0.00114715
65,55.5905,0.60194,0.55053,0.86096,0.9774,1,0.995,0.83276,0.65224,0.47849,0.8327,0.00113889,0.00113889,0.00113889
66,56.4023,0.62121,0.51052,0.87342,0.97748,1,0.995,0.84048,0.6628,0.48983,0.83956,0.00113064,0.00113064,0.00113064
67,57.1958,0.55154,0.52416,0.88014,0.97592,1,0.995,0.84415,0.66936,0.49039,0.84213,0.00112239,0.00112239,0.00112239
68,57.9984,0.64463,0.53894,0.89114,0.98672,1,0.995,0.83038,0.67025,0.48641,0.84639,0.00111414,0.00111414,0.00111414
69,58.8084,0.5909,0.5261,0.8701,0.99094,1,0.995,0.8306,0.64965,0.50249,0.84411,0.00110589,0.00110589,0.00110589
70,59.6419,0.58183,0.50004,0.85416,0.99021,1,0.995,0.82631,0.6903,0.50922,0.85417,0.00109764,0.00109764,0.00109764
71,60.468,0.63517,0.51718,0.87506,0.99072,1,0.995,0.80315,0.71266,0.49646,0.86092,0.00108938,0.00108938,0.00108938
72,61.3046,0.60756,0.53271,0.90498,0.99254,1,0.995,0.81766,0.69827,0.47644,0.85001,0.00108113,0.00108113,0.00108113
73,62.115,0.61225,0.51156,0.86928,0.99312,1,0.995,0.83368,0.68107,0.44457,0.84103,0.00107288,0.00107288,0.00107288
74,62.9228,0.58102,0.50311,0.87057,0.99268,1,0.995,0.8241,0.69552,0.44945,0.84263,0.00106463,0.00106463,0.00106463
75,63.7325,0.58857,0.52647,0.85611,0.99359,1,0.995,0.80932,0.68992,0.45855,0.84395,0.00105638,0.00105638,0.00105638
76,64.5344,0.59107,0.53194,0.87863,0.99466,1,0.995,0.82727,0.66774,0.44836,0.83587,0.00104813,0.00104813,0.00104813
77,65.3348,0.59264,0.50172,0.88091,0.99578,1,0.995,0.83437,0.66747,0.43242,0.83649,0.00103987,0.00103987,0.00103987
78,66.1394,0.5528,0.5171,0.84572,0.99637,1,0.995,0.82315,0.67025,0.43973,0.83944,0.00103162,0.00103162,0.00103162
79,66.9449,0.56455,0.51162,0.88051,0.99622,1,0.995,0.82957,0.68553,0.42621,0.8454,0.00102337,0.00102337,0.00102337
80,67.7521,0.55985,0.54408,0.87459,0.99593,1,0.995,0.83186,0.69534,0.4333,0.8516,0.00101512,0.00101512,0.00101512
81,68.5419,0.57745,0.52144,0.89028,0.99598,1,0.995,0.83436,0.68846,0.4488,0.85086,0.00100687,0.00100687,0.00100687
82,69.3517,0.58382,0.52303,0.87981,0.99359,1,0.995,0.81491,0.69619,0.46784,0.84673,0.000998616,0.000998616,0.000998616
83,70.1335,0.55668,0.50261,0.86893,0.99015,1,0.995,0.82232,0.69507,0.47987,0.84751,0.000990365,0.000990365,0.000990365
84,70.9276,0.58472,0.5047,0.8609,0.99241,1,0.995,0.81983,0.68552,0.47874,0.8457,0.000982113,0.000982113,0.000982113
85,71.745,0.54067,0.45891,0.86966,0.99587,1,0.995,0.83015,0.67969,0.46936,0.83641,0.000973861,0.000973861,0.000973861
86,72.549,0.56761,0.47065,0.86789,0.99501,1,0.995,0.83744,0.6773,0.47013,0.83541,0.00096561,0.00096561,0.00096561
87,73.3578,0.56544,0.46425,0.86407,0.99299,1,0.995,0.83466,0.66069,0.45866,0.83303,0.000957358,0.000957358,0.000957358
88,74.1674,0.55582,0.49624,0.87149,0.99242,1,0.995,0.81417,0.68036,0.45813,0.8396,0.000949106,0.000949106,0.000949106
89,74.9611,0.56003,0.45745,0.84303,0.99342,1,0.995,0.81026,0.69284,0.4571,0.84245,0.000940855,0.000940855,0.000940855
90,75.7763,0.56021,0.49077,0.87474,0.99604,1,0.995,0.82674,0.68617,0.4252,0.83706,0.000932603,0.000932603,0.000932603
91,76.5692,0.52808,0.44621,0.8315,0.99588,1,0.995,0.83441,0.67205,0.41477,0.83205,0.000924352,0.000924352,0.000924352
92,77.3742,0.54237,0.4729,0.87379,0.99576,1,0.995,0.82903,0.67908,0.41531,0.83634,0.0009161,0.0009161,0.0009161
93,78.1703,0.55051,0.43138,0.86431,0.99594,1,0.995,0.82681,0.67666,0.42792,0.8374,0.000907848,0.000907848,0.000907848
94,79.0309,0.50963,0.44352,0.85888,0.99653,1,0.995,0.82801,0.6742,0.41879,0.8347,0.000899597,0.000899597,0.000899597
95,79.8395,0.55108,0.46897,0.85606,0.99623,1,0.995,0.82763,0.67237,0.40651,0.83461,0.000891345,0.000891345,0.000891345
96,80.6629,0.53117,0.44527,0.88158,0.99554,1,0.995,0.82996,0.65923,0.41361,0.83482,0.000883093,0.000883093,0.000883093
97,81.4933,0.55854,0.46154,0.86288,0.99571,1,0.995,0.84187,0.65344,0.41715,0.83181,0.000874842,0.000874842,0.000874842
98,82.2818,0.55125,0.44163,0.85899,0.99437,1,0.995,0.82793,0.65888,0.40763,0.8318,0.00086659,0.00086659,0.00086659
99,83.0884,0.53952,0.44943,0.86332,0.99422,1,0.995,0.84552,0.66011,0.40267,0.83006,0.000858338,0.000858338,0.000858338
100,83.8856,0.51286,0.39436,0.83654,0.99327,1,0.995,0.85367,0.65386,0.41398,0.82707,0.000850087,0.000850087,0.000850087
101,84.6909,0.56909,0.43308,0.87061,0.99351,1,0.995,0.84613,0.65429,0.4177,0.83074,0.000841835,0.000841835,0.000841835
102,85.4999,0.50284,0.41644,0.86075,0.99479,1,0.995,0.85585,0.65376,0.40649,0.83087,0.000833583,0.000833583,0.000833583
103,86.3121,0.54217,0.4557,0.85663,0.99659,1,0.995,0.83865,0.66216,0.41402,0.83189,0.000825332,0.000825332,0.000825332
104,87.1146,0.52766,0.45596,0.8462,0.99508,1,0.995,0.82641,0.67857,0.42477,0.83602,0.00081708,0.00081708,0.00081708
105,87.8878,0.5371,0.4597,0.86204,0.99441,1,0.995,0.80943,0.69469,0.4229,0.84232,0.000808828,0.000808828,0.000808828
106,88.681,0.52494,0.44928,0.85745,0.99598,1,0.995,0.79705,0.70874,0.42283,0.84811,0.000800577,0.000800577,0.000800577
107,89.4798,0.56389,0.48348,0.87373,0.99535,1,0.995,0.81979,0.70414,0.40513,0.84494,0.000792325,0.000792325,0.000792325
108,90.2868,0.55062,0.44894,0.88673,0.99432,1,0.995,0.81289,0.6874,0.38978,0.83812,0.000784073,0.000784073,0.000784073
109,91.1195,0.51079,0.40647,0.84164,0.99341,1,0.995,0.81407,0.67432,0.38368,0.83674,0.000775822,0.000775822,0.000775822
110,91.9182,0.5303,0.42709,0.86616,0.99422,1,0.995,0.83626,0.6716,0.3935,0.83683,0.00076757,0.00076757,0.00076757
111,92.7186,0.52165,0.43518,0.85636,0.99614,1,0.995,0.83097,0.6698,0.41146,0.83955,0.000759318,0.000759318,0.000759318
112,93.5017,0.52337,0.43305,0.8658,0.9946,1,0.995,0.8199,0.67353,0.40638,0.8402,0.000751067,0.000751067,0.000751067
113,94.3111,0.50297,0.41673,0.85434,0.99301,1,0.995,0.81939,0.67808,0.40507,0.83646,0.000742815,0.000742815,0.000742815
114,95.1018,0.52352,0.43631,0.86375,0.99271,1,0.995,0.82377,0.68385,0.41339,0.83673,0.000734564,0.000734564,0.000734564
115,95.8872,0.50207,0.43871,0.85786,0.99477,1,0.995,0.84654,0.67708,0.40414,0.83661,0.000726312,0.000726312,0.000726312
116,96.6851,0.52878,0.44357,0.86414,0.99499,1,0.995,0.84452,0.66936,0.38766,0.83397,0.00071806,0.00071806,0.00071806
117,97.4904,0.47672,0.42119,0.85912,0.99342,1,0.995,0.85003,0.65309,0.38271,0.83171,0.000709809,0.000709809,0.000709809
118,98.3055,0.4812,0.41967,0.84927,0.99224,1,0.995,0.85095,0.64887,0.38259,0.83423,0.000701557,0.000701557,0.000701557
119,99.0954,0.51951,0.42247,0.8508,0.99175,1,0.995,0.85339,0.65088,0.38273,0.83459,0.000693305,0.000693305,0.000693305
120,99.8868,0.50771,0.42883,0.8682,0.99299,1,0.995,0.84794,0.6512,0.38311,0.83555,0.000685054,0.000685054,0.000685054
121,100.697,0.50053,0.44289,0.84879,0.99583,1,0.995,0.84693,0.66223,0.39624,0.84015,0.000676802,0.000676802,0.000676802
122,101.518,0.50649,0.39954,0.85637,0.98937,1,0.995,0.84706,0.6641,0.40814,0.84218,0.00066855,0.00066855,0.00066855
123,102.354,0.52153,0.43303,0.8572,0.98767,1,0.995,0.84574,0.67472,0.40308,0.84506,0.000660299,0.000660299,0.000660299
124,103.134,0.51501,0.4226,0.85197,0.98917,1,0.995,0.83774,0.68525,0.39493,0.84819,0.000652047,0.000652047,0.000652047
125,103.943,0.49979,0.44375,0.84584,0.99301,1,0.995,0.84562,0.66907,0.37898,0.8437,0.000643795,0.000643795,0.000643795
126,104.728,0.5188,0.4123,0.84763,0.99576,1,0.995,0.8366,0.65223,0.36585,0.83742,0.000635544,0.000635544,0.000635544
127,105.557,0.47841,0.38785,0.84622,0.99513,1,0.995,0.83867,0.64961,0.37019,0.83493,0.000627292,0.000627292,0.000627292
128,106.341,0.51197,0.40858,0.87671,0.9942,1,0.995,0.83602,0.65851,0.37527,0.83451,0.00061904,0.00061904,0.00061904
129,107.137,0.48833,0.38456,0.84029,0.99448,1,0.995,0.82679,0.66415,0.39036,0.83418,0.000610789,0.000610789,0.000610789
130,107.93,0.48774,0.38374,0.83157,0.99435,1,0.995,0.83283,0.67802,0.40749,0.84047,0.000602537,0.000602537,0.000602537
131,108.733,0.49934,0.37176,0.82169,0.99372,1,0.995,0.83325,0.68598,0.3915,0.84315,0.000594286,0.000594286,0.000594286
132,109.521,0.47234,0.39164,0.83631,0.99249,1,0.995,0.8392,0.68116,0.38041,0.83862,0.000586034,0.000586034,0.000586034
133,110.333,0.48429,0.38141,0.85198,0.99126,1,0.995,0.83058,0.67531,0.37647,0.83628,0.000577782,0.000577782,0.000577782
134,111.21,0.49219,0.40986,0.8496,0.99094,1,0.995,0.8313,0.67164,0.37361,0.8339,0.000569531,0.000569531,0.000569531
135,112.028,0.45573,0.39756,0.84177,0.99178,1,0.995,0.82446,0.67601,0.37571,0.83416,0.000561279,0.000561279,0.000561279
136,112.823,0.48768,0.40489,0.8546,0.99319,1,0.995,0.8297,0.67759,0.37676,0.83529,0.000553027,0.000553027,0.000553027
137,113.628,0.46432,0.39246,0.83136,0.99502,1,0.995,0.83419,0.67884,0.3827,0.83829,0.000544776,0.000544776,0.000544776
138,114.42,0.47436,0.38805,0.86269,0.99642,1,0.995,0.82791,0.68003,0.37934,0.84251,0.000536524,0.000536524,0.000536524
139,115.274,0.45226,0.38254,0.84937,0.99635,1,0.995,0.82195,0.67487,0.38685,0.84104,0.000528272,0.000528272,0.000528272
140,116.101,0.48049,0.39172,0.85609,0.99556,1,0.995,0.82374,0.66729,0.37896,0.8379,0.000520021,0.000520021,0.000520021
141,116.916,0.47047,0.38532,0.84106,0.99451,1,0.995,0.83348,0.67047,0.37086,0.83678,0.000511769,0.000511769,0.000511769
142,117.733,0.4879,0.35884,0.84013,0.99395,1,0.995,0.84692,0.67703,0.35686,0.84022,0.000503517,0.000503517,0.000503517
143,118.546,0.47576,0.37572,0.85643,0.99399,1,0.995,0.83808,0.67878,0.35117,0.84043,0.000495266,0.000495266,0.000495266
144,119.356,0.48668,0.40528,0.84311,0.99429,1,0.995,0.8307,0.67706,0.35719,0.83777,0.000487014,0.000487014,0.000487014
145,120.156,0.45902,0.37809,0.81573,0.99455,1,0.995,0.83054,0.67881,0.36347,0.84009,0.000478762,0.000478762,0.000478762
146,120.952,0.44929,0.36131,0.83054,0.99442,1,0.995,0.84028,0.68353,0.36478,0.84345,0.000470511,0.000470511,0.000470511
147,121.748,0.4621,0.39628,0.85372,0.99378,1,0.995,0.8425,0.67488,0.36044,0.84276,0.000462259,0.000462259,0.000462259
148,122.554,0.4757,0.40141,0.84414,0.99317,1,0.995,0.82629,0.67291,0.36131,0.83932,0.000454007,0.000454007,0.000454007
149,123.336,0.46038,0.38524,0.86105,0.99332,1,0.995,0.82511,0.67613,0.36675,0.83458,0.000445756,0.000445756,0.000445756
150,124.13,0.47106,0.38184,0.83524,0.99402,1,0.995,0.81713,0.69526,0.36975,0.83925,0.000437504,0.000437504,0.000437504
151,124.938,0.4858,0.37413,0.84502,0.99483,1,0.995,0.81496,0.69978,0.37105,0.84184,0.000429253,0.000429253,0.000429253
152,125.763,0.48342,0.3694,0.86942,0.99534,1,0.995,0.83115,0.68453,0.37921,0.83902,0.000421001,0.000421001,0.000421001
153,126.559,0.48639,0.38367,0.84018,0.995,1,0.995,0.82919,0.6687,0.36279,0.8357,0.000412749,0.000412749,0.000412749
154,127.367,0.46845,0.39361,0.8524,0.99404,1,0.995,0.8335,0.66057,0.35736,0.83239,0.000404498,0.000404498,0.000404498
155,128.161,0.41705,0.37372,0.82518,0.99278,1,0.995,0.8244,0.66303,0.34466,0.83075,0.000396246,0.000396246,0.000396246
156,128.956,0.49318,0.37075,0.85559,0.99253,1,0.995,0.83501,0.67489,0.33479,0.8329,0.000387994,0.000387994,0.000387994
157,129.747,0.46229,0.40359,0.82434,0.99283,1,0.995,0.83283,0.68042,0.34116,0.8349,0.000379743,0.000379743,0.000379743
158,130.541,0.44819,0.3608,0.84744,0.99317,1,0.995,0.83474,0.68756,0.34424,0.83829,0.000371491,0.000371491,0.000371491
159,131.346,0.43656,0.3641,0.85192,0.99366,1,0.995,0.83614,0.69356,0.34838,0.84231,0.000363239,0.000363239,0.000363239
160,132.147,0.4352,0.343,0.83991,0.99393,1,0.995,0.82399,0.69825,0.35311,0.84348,0.000354988,0.000354988,0.000354988
161,132.937,0.4568,0.37814,0.82408,0.99418,1,0.995,0.81992,0.70292,0.36359,0.84282,0.000346736,0.000346736,0.000346736
162,133.742,0.43669,0.36455,0.84025,0.99426,1,0.995,0.81783,0.69912,0.35868,0.84142,0.000338484,0.000338484,0.000338484
163,134.56,0.4481,0.3623,0.83248,0.99436,1,0.995,0.82428,0.69036,0.35683,0.83992,0.000330233,0.000330233,0.000330233
164,135.372,0.45117,0.35798,0.82814,0.99442,1,0.995,0.82742,0.68213,0.34523,0.83973,0.000321981,0.000321981,0.000321981
165,136.208,0.44273,0.35125,0.83856,0.9943,1,0.995,0.82666,0.67315,0.33334,0.84069,0.000313729,0.000313729,0.000313729
166,137,0.454,0.37013,0.8374,0.99457,1,0.995,0.82403,0.67372,0.33411,0.8423,0.000305478,0.000305478,0.000305478
167,137.833,0.45515,0.35498,0.83923,0.99458,1,0.995,0.8276,0.67791,0.33834,0.84276,0.000297226,0.000297226,0.000297226
168,138.672,0.40089,0.33392,0.81272,0.99461,1,0.995,0.82029,0.67902,0.33939,0.84278,0.000288974,0.000288974,0.000288974
169,139.513,0.42085,0.3571,0.83481,0.9947,1,0.995,0.81667,0.6815,0.33981,0.8428,0.000280723,0.000280723,0.000280723
170,140.33,0.42192,0.36306,0.84577,0.99508,1,0.995,0.82595,0.68472,0.33655,0.8435,0.000272471,0.000272471,0.000272471
171,141.117,0.43898,0.34856,0.83785,0.99555,1,0.995,0.82307,0.68917,0.33644,0.8445,0.00026422,0.00026422,0.00026422
172,141.905,0.42801,0.34345,0.82157,0.9962,1,0.995,0.81825,0.69269,0.34429,0.84649,0.000255968,0.000255968,0.000255968
173,142.702,0.43512,0.33941,0.84516,0.99667,1,0.995,0.82616,0.69313,0.34689,0.84836,0.000247716,0.000247716,0.000247716
174,143.501,0.40127,0.36716,0.8275,0.99671,1,0.995,0.82757,0.69062,0.34858,0.84827,0.000239465,0.000239465,0.000239465
175,144.277,0.41502,0.34319,0.82082,0.99663,1,0.995,0.82392,0.69093,0.34781,0.84772,0.000231213,0.000231213,0.000231213
176,145.077,0.4561,0.36009,0.84736,0.99632,1,0.995,0.8292,0.68936,0.34093,0.84859,0.000222961,0.000222961,0.000222961
177,145.864,0.41942,0.35879,0.84924,0.9957,1,0.995,0.82848,0.68455,0.33947,0.84796,0.00021471,0.00021471,0.00021471
178,146.665,0.41194,0.34178,0.85054,0.99494,1,0.995,0.83357,0.67821,0.33835,0.84585,0.000206458,0.000206458,0.000206458
179,147.49,0.40362,0.31716,0.8325,0.99449,1,0.995,0.82958,0.67654,0.33758,0.84456,0.000198206,0.000198206,0.000198206
180,148.3,0.43033,0.34855,0.83102,0.9944,1,0.995,0.8279,0.67672,0.33326,0.84414,0.000189955,0.000189955,0.000189955
181,149.127,0.41746,0.37038,0.82713,0.99427,1,0.995,0.82942,0.67682,0.32979,0.8444,0.000181703,0.000181703,0.000181703
182,149.933,0.40915,0.34751,0.82689,0.99425,1,0.995,0.82992,0.67513,0.32872,0.84312,0.000173451,0.000173451,0.000173451
183,150.738,0.41458,0.32903,0.8409,0.99432,1,0.995,0.8376,0.66987,0.32365,0.84122,0.0001652,0.0001652,0.0001652
184,151.538,0.42682,0.32872,0.84933,0.99436,1,0.995,0.85029,0.66982,0.32409,0.8412,0.000156948,0.000156948,0.000156948
185,152.325,0.39011,0.32494,0.84669,0.99434,1,0.995,0.85179,0.66943,0.32434,0.84108,0.000148696,0.000148696,0.000148696
186,153.121,0.42113,0.34161,0.8253,0.99416,1,0.995,0.84142,0.66814,0.32376,0.83978,0.000140445,0.000140445,0.000140445
187,153.925,0.4185,0.34555,0.85343,0.99408,1,0.995,0.83795,0.66761,0.32883,0.8385,0.000132193,0.000132193,0.000132193
188,154.722,0.39659,0.32852,0.81334,0.99394,1,0.995,0.82219,0.67163,0.33212,0.83743,0.000123941,0.000123941,0.000123941
189,155.519,0.411,0.33322,0.83446,0.99399,1,0.995,0.81856,0.67577,0.32695,0.83892,0.00011569,0.00011569,0.00011569
190,156.337,0.40288,0.34514,0.82383,0.99414,1,0.995,0.82904,0.67905,0.33035,0.83973,0.000107438,0.000107438,0.000107438
191,163.717,0.40269,0.34726,0.82587,0.99414,1,0.995,0.82318,0.67928,0.32524,0.84094,9.91865e-05,9.91865e-05,9.91865e-05
192,164.597,0.37143,0.34144,0.787,0.99405,1,0.995,0.82408,0.68029,0.32404,0.84323,9.09349e-05,9.09349e-05,9.09349e-05
193,165.469,0.37072,0.33478,0.80784,0.99397,1,0.995,0.83072,0.68092,0.32732,0.8448,8.26832e-05,8.26832e-05,8.26832e-05
